name,roll,branch,startYear,currentCourses,completedCourses
student408,20942,cse,2023,ml,45678:8.066668
student409,20501,csam,2022,ml;math;dbms,56789:9.579199;45678:5.217148
student410,22293,csam,2021,os,23456:7.727483
student411,21408,csss,2023,math;dbms,56789:8.418019
student412,20959,csd,2020,dbms;math;ga,34567:5.236316;56789:5.491272
student413,21249,cse,2022,os,12345:9.007595
student414,22471,csam,2023,ml;dbms,23456:6.556695;45678:6.334902
student415,22912,csai,2020,dbms;ml;ga,34567:7.298720;12345:7.207272
student416,22769,cse,2021,os;ga;math,12345:8.623042;23456:9.966461;45678:6.443344
student417,20765,ece,2022,ga,45678:8.503606
student418,21750,csam,2020,math;ga;os,56789:7.159108;45678:7.817354;12345:8.942030
student419,21533,ece,2021,ml;oopd;dbms,56789:6.481637;12345:9.042153
student420,20467,csss,2020,math;ml,23456:8.260207;45678:6.871188
student421,21978,cse,2020,dbms;math,45678:9.046069
student422,20948,ece,2020,os;ml,56789:8.059292;12345:7.618822;34567:6.558514
student423,20978,csam,2022,oopd;ga,45678:7.197873;56789:7.775269
student424,22573,csam,2024,ga;oopd,45678:8.672354;56789:5.038105;34567:9.226545
student425,21371,csai,2020,ml;dbms;os,23456:6.008934
student426,22782,csam,2021,dbms;ml,56789:7.969709;34567:6.820191;12345:9.717252
student427,22686,csai,2020,dbms;math,56789:8.835330
student428,22230,ece,2023,os;ga,45678:5.497424;12345:6.130820;34567:9.081164
student429,20745,csd,2022,ga;dbms;os,12345:5.192089
student430,21818,csai,2024,os;math,34567:6.440797;45678:7.488760
student431,22148,csss,2020,ml;os;math,45678:7.979092;23456:7.635749;34567:7.435159
student432,21010,csss,2023,ga,34567:8.615461;56789:8.744244
student433,22022,csss,2020,ga;dbms,45678:7.500848;34567:7.384003;12345:5.566923
student434,21581,csss,2022,ml;ga,56789:6.514343;45678:8.747290
student435,22892,ece,2020,os;ml,56789:6.978709;34567:6.151097;23456:5.317886
student436,22382,csam,2020,ml;oopd,23456:6.836182
student437,21001,csd,2024,oopd;ml,12345:8.496766;45678:8.953029
student438,21328,csss,2024,math;oopd;os,45678:8.849339;23456:5.427833
student439,22889,csam,2022,dbms;os;ga,45678:5.881324
student440,20673,cse,2022,ga;math;oopd,45678:6.906686;56789:9.864628
student441,20008,csai,2024,oopd;ga;ml,12345:7.194636
student442,20153,cse,2022,dbms;oopd,12345:9.983419;34567:9.496982
student443,20249,csss,2021,math;oopd;ga,23456:8.325701;34567:7.222921;12345:5.511338
student444,21630,csam,2020,math;dbms;os,34567:8.919502;12345:9.048958;23456:8.791024
student445,21412,cse,2023,oopd;math;ga,12345:6.681646
student446,20953,csam,2020,math;dbms,56789:9.850833;34567:9.908467;45678:9.183567
student447,20702,ece,2021,math;ml;oopd,45678:6.060262;34567:9.943841;23456:8.169605
student448,21609,csai,2022,ml,12345:6.385137;56789:7.479822
student449,21113,csd,2024,math;ga;dbms,12345:9.560455;56789:6.153930;23456:7.034087
student450,20718,csai,2024,dbms,56789:8.894424;23456:5.230963
student451,20270,cse,2023,os,45678:7.975866
student452,21595,csai,2020,ml,34567:9.084006
student453,21753,csai,2024,os,34567:7.152427;12345:9.285227
student454,20291,ece,2021,math;oopd;dbms,45678:7.547442;23456:5.161949
student455,21692,ece,2024,os;oopd;math,45678:6.769386;34567:6.080672;12345:7.697766
student456,20304,csss,2020,ga,34567:9.991659;45678:5.452667;56789:5.582994
student457,20443,csss,2020,ga;oopd;dbms,45678:8.405383;56789:9.176378;12345:6.523698
student458,21055,ece,2020,dbms;oopd,56789:7.000009;23456:9.167262
student459,22283,ece,2024,oopd;ga;ml,23456:7.767725
student460,22785,csai,2022,ml,23456:7.294284;56789:7.896167;34567:7.123340
student461,22761,cse,2023,ml;oopd;dbms,34567:8.730589;45678:7.398033
student462,21634,ece,2020,math,34567:5.614684
student463,20177,csam,2023,os,12345:5.749769
student464,21202,cse,2021,os,56789:7.117536;34567:7.215226
student465,22247,ece,2023,os,45678:6.181457;12345:9.307732
student466,20113,csss,2024,ga;os;math,12345:7.627528;34567:5.013830
student467,21984,cse,2020,ml;dbms,23456:7.678522;12345:8.707917
student468,21735,cse,2022,ga;math,45678:8.946098;34567:6.655101;23456:9.164815
student469,22711,csd,2023,math;ml,34567:8.760327
student470,20521,csd,2020,math;ga,45678:6.878807
student471,21556,csss,2023,math;os;oopd,23456:7.030353
student472,22038,ece,2022,oopd;dbms;ml,23456:5.351203;34567:8.916927;45678:5.945307
student473,20484,csd,2022,ml;dbms;oopd,56789:8.048437
student474,22775,csam,2024,oopd;os;ml,45678:5.316858;34567:7.839892;12345:9.470272
student475,22232,csd,2024,ga;math;ml,45678:5.753045
student476,20954,cse,2021,math;ml;os,12345:7.034957
student477,22423,csai,2022,math,34567:8.943192;56789:5.362565;45678:9.337151
student478,22767,csam,2021,dbms;oopd;os,45678:9.190771;23456:9.204414
student479,22140,csai,2022,ml;math,45678:8.899253;56789:8.496435
student480,21090,csam,2021,dbms;os;math,12345:6.404584
student481,20131,csss,2022,oopd;dbms;ml,23456:6.187122
student482,20327,csd,2022,dbms;math,56789:9.143902;12345:8.435902;45678:6.496237
student483,20049,csss,2021,math;os;oopd,56789:7.339726;23456:5.350230
student484,22920,csd,2022,ga,56789:9.077453
student485,21846,csai,2021,ga;oopd,45678:9.133101
student486,20231,cse,2022,os,45678:8.398683;34567:8.673161
student487,21319,csai,2022,ga,56789:5.775587;12345:5.569249;34567:9.991823
student488,20492,csam,2023,ga;os,45678:7.586474;12345:6.083676;56789:9.950428
student489,21413,ece,2020,math;os,56789:9.883230;34567:8.412493;23456:5.871005
student490,22141,csai,2023,os;dbms,12345:5.223431;34567:7.159788;23456:8.041505
student491,20545,csam,2021,os,56789:5.986317;23456:5.673228
student492,21068,csam,2023,dbms,45678:7.908403;23456:5.584194;12345:7.914841
student493,20916,csss,2023,ga;os;ml,56789:7.947988;12345:8.607275
student494,22345,csam,2022,ga;ml,45678:7.859192
student495,22601,csam,2021,ml;ga;os,12345:7.931604
student496,22307,csai,2024,ga;math,12345:6.715930;23456:8.323473
student497,21530,csai,2020,os;oopd,23456:7.540140
student498,21028,csss,2022,os;math,12345:5.185795;23456:6.941608
student499,20731,cse,2022,math,56789:5.112938;34567:5.320277
student500,21516,cse,2024,dbms;ga,34567:9.883731;56789:8.001920;23456:7.360580
student501,21071,csd,2021,ml;ga,34567:8.629998
student502,20220,csd,2023,ga;oopd;os,12345:8.484300;45678:6.543023;56789:6.410913
student503,22797,csd,2023,oopd,12345:9.068912
student504,20088,csam,2024,oopd;os,12345:9.150311;56789:5.096075
student505,22660,csam,2022,oopd,12345:9.205761
student506,20029,csss,2022,ga;os,56789:6.076501;12345:9.735856;34567:6.095659
student507,20832,ece,2021,dbms;os,23456:6.963770
student508,22687,ece,2023,ml;dbms,45678:6.492383;23456:7.585940
student509,22890,csss,2023,math;dbms;os,45678:8.896923;12345:9.547513;56789:5.937128
student510,22253,csd,2022,math;os;oopd,45678:9.226714;12345:5.617196;34567:5.142639
student511,21031,csd,2021,ml,23456:8.072818;12345:7.867102;34567:7.221722
student512,20341,csss,2021,oopd,45678:8.918322;23456:9.822710
student513,21043,csss,2020,ml;math;ga,23456:7.287908;12345:9.302888
student514,20817,csd,2024,os,23456:6.148427
student515,20568,ece,2024,ga;os,23456:7.264888;34567:6.836608;12345:6.821051
student516,21605,csd,2022,oopd;dbms;os,34567:9.983910;56789:9.710886
student517,21047,cse,2024,dbms,56789:8.793484;34567:9.313409
student518,22667,cse,2023,os,56789:7.343835;23456:5.057806;12345:5.872612
student519,22661,csam,2023,ga,34567:8.874804;12345:9.700541;45678:6.274507
student520,20977,cse,2022,math;os;dbms,45678:6.286272;12345:9.831241
student521,21861,csss,2020,dbms,34567:6.353286
student522,20770,csss,2022,ga;os,34567:9.431014
student523,22645,ece,2020,math,56789:5.675419;12345:8.855113
student524,20069,csai,2021,math,34567:6.356117
student525,21895,csss,2021,os,45678:8.764936;56789:5.281176
student526,20847,csai,2020,oopd;ga;math,12345:9.436074;45678:5.603956
student527,22092,csam,2024,math;ml;os,23456:8.799593
student528,20648,csd,2021,math,34567:5.062565;12345:8.443169
student529,21310,csss,2023,ga;dbms;oopd,56789:8.343607;34567:8.038439;12345:5.730369
student530,20174,csai,2020,os;ml,23456:5.122359
student531,22569,csd,2024,dbms;os;ml,34567:9.446753;56789:5.464062;45678:6.780533
student532,20178,ece,2020,oopd;math;ml,34567:5.368682;23456:6.906070
student533,22724,ece,2020,ga,56789:9.904373
student534,21602,csam,2023,dbms;oopd;ga,34567:6.299091;56789:8.464344;23456:9.525710
student535,20471,csam,2020,dbms;os,23456:9.367999;45678:6.102322;34567:7.577475
student536,20432,cse,2023,ga;oopd;dbms,23456:8.075000;56789:7.910301;45678:5.809796
student537,22898,csai,2024,ml;dbms;ga,12345:6.933135
student538,21381,csss,2020,math,23456:8.215628;12345:7.954885;34567:7.368307
student539,22616,ece,2021,dbms;oopd,56789:6.605934;34567:5.868012;12345:9.943118
student540,21917,csd,2021,math;dbms;oopd,56789:8.317499;45678:5.890558
student541,22771,csai,2020,os,56789:7.256270;23456:8.804184;12345:9.412509
student542,20726,ece,2020,os;oopd,34567:9.287522;56789:5.247717
student543,22150,csai,2020,os;dbms,45678:6.851257
student544,21680,ece,2020,math,34567:5.004723
student545,21853,csai,2024,oopd,56789:6.191404;23456:7.256543;45678:9.824666
student546,21069,cse,2024,oopd;ml,56789:5.558991
student547,20513,csss,2020,dbms;math,23456:6.394030;34567:5.784166;12345:5.607509
student548,20810,ece,2020,ga;ml;os,34567:7.682500
student549,20398,csai,2022,ga,56789:6.236882;34567:9.174889;12345:5.866865
student550,22482,ece,2024,ga,23456:7.581504;56789:9.446474;12345:7.271893
student551,20251,csai,2023,ga;dbms;os,12345:6.773175
student552,20840,cse,2024,os;dbms;oopd,45678:7.768230
student553,21383,csam,2024,ml;os,23456:7.144171;34567:5.992012;12345:9.029433
student554,20399,ece,2023,oopd;ga;math,34567:6.192094;23456:5.345297
student555,22480,cse,2023,oopd;math;ga,23456:9.015693;12345:7.262701
student556,22050,csss,2024,ga;oopd,34567:8.465446;23456:9.660831
student557,20836,csam,2023,os;dbms,56789:9.158681;34567:8.862987;23456:8.738443
student558,20629,csai,2020,dbms;os;ga,56789:6.874516;34567:5.708408
student559,20998,csd,2023,math,56789:6.671439
student560,20379,csam,2021,oopd;ga,23456:9.536632;34567:5.009643
student561,20905,csss,2022,ga;math;os,23456:8.576903
student562,21939,cse,2023,ml;oopd,45678:8.060655;56789:8.307916
student563,21648,cse,2024,ga;os;oopd,23456:8.055516;12345:8.293059
student564,20666,cse,2024,dbms;math,23456:9.012964;56789:5.803149
student565,20409,ece,2020,ml;oopd;os,56789:8.710352;34567:5.752732;12345:8.021903
student566,21932,csam,2023,ga;dbms;os,23456:6.962204;34567:6.960440;45678:6.833486
student567,21700,csai,2023,ga;dbms,56789:7.475537;45678:9.833754;34567:6.255633
student568,22066,csai,2024,ga;oopd;os,34567:7.099144
student569,20364,csss,2022,ml;math;dbms,45678:6.590074;56789:9.366055;23456:6.199651
student570,20974,csai,2023,os;math,34567:6.650401;45678:9.272295;23456:8.741662
student571,22679,csai,2022,oopd,23456:7.818784;56789:7.789552;34567:8.105644
student572,22360,csss,2023,ga;os;ml,56789:5.372976;23456:9.172873;34567:7.701393
student573,22222,ece,2023,ga;oopd;math,34567:8.463672
student574,22718,csss,2020,dbms;oopd,45678:9.830821;23456:6.147101;34567:8.051396
student575,20202,csai,2023,ml,34567:5.508442;23456:7.277681
student576,21709,csam,2023,ga;ml,45678:7.376731
student577,22029,csai,2021,os;math;ml,12345:7.527781;34567:6.710082
student578,20825,csam,2020,oopd,56789:6.798564;45678:8.102978
student579,22156,cse,2024,os;dbms;math,12345:8.357639
student580,21908,csam,2020,math;os,45678:7.954197;56789:5.870346
student581,21003,csam,2023,ga;os;oopd,23456:5.041694;12345:5.028606
student582,22398,csam,2021,dbms;math,12345:7.813268;56789:5.165645
student583,20378,csd,2023,dbms,12345:9.790760;34567:6.255459;56789:7.071407
student584,21759,ece,2022,dbms;math,12345:7.561009;56789:6.268995
student585,22226,ece,2023,oopd,45678:5.953422;34567:8.486179;23456:8.145445
student586,20897,ece,2023,ml;oopd,12345:8.088629;56789:6.998253
student587,21776,csai,2023,os;math,56789:8.202488
student588,22973,csai,2023,ga;math;ml,23456:9.747746;34567:9.865149
student589,22983,csd,2022,ga;oopd;dbms,45678:5.054046
student590,22325,ece,2020,math;ga;oopd,45678:8.061587;23456:6.096263;12345:7.770175
student591,20261,cse,2024,math;os,45678:5.320591;23456:7.141769;34567:9.585188
student592,22457,cse,2023,oopd;os,34567:7.273629
student593,21930,csai,2020,math,56789:9.528874;45678:7.309585
student594,20173,csss,2024,ml;os;ga,23456:5.005554
student595,20768,csam,2024,dbms;math,23456:6.241631;34567:5.299529
student596,22656,csss,2022,math;os;dbms,45678:8.033400;12345:5.599706;34567:8.077286
student597,20200,ece,2023,ml;oopd;math,34567:8.768241;56789:9.817203
student598,20139,ece,2024,math;ga,12345:7.935708;34567:6.668822
student599,21617,csss,2023,dbms,45678:9.425389;12345:5.771057;34567:9.132567
student600,22117,csam,2023,math,12345:5.460141;56789:5.674190
student601,20427,cse,2024,math,45678:6.517656;23456:6.614285;34567:9.256497
student602,21585,cse,2023,ga;ml;dbms,34567:6.106810;12345:9.449913;56789:6.219732
student603,22747,ece,2023,dbms;ga,12345:6.181160;34567:5.097028;45678:5.042936
student604,20844,csai,2023,os;oopd,56789:9.235304;12345:6.633184;23456:7.843807
student605,22874,csam,2020,os,12345:8.970162
student606,22927,ece,2021,ml;os;ga,56789:8.786661
student607,21910,csai,2021,oopd,34567:6.381227;23456:9.457113
student608,20396,csam,2024,math;ga;ml,45678:5.276420;34567:7.177472;12345:8.680874
student609,20392,cse,2022,ml,56789:5.937575;12345:7.532729
student610,20659,csss,2020,dbms;ml,34567:5.703713;56789:9.856814
student611,22438,csd,2023,oopd;math,56789:5.431508;45678:8.191731
student612,20160,csam,2023,os,23456:6.028103;45678:6.616864;34567:8.820028
student613,20053,csai,2023,math;ml;oopd,23456:7.425154;56789:5.899795
student614,21819,ece,2021,os;dbms;ml,45678:8.737785
student615,22061,csd,2022,oopd;dbms,23456:8.834385;45678:8.009580
student616,22376,ece,2023,math,23456:9.198911
student617,21514,cse,2023,oopd;math;ml,12345:5.052951;45678:8.296432
student618,20520,csd,2020,ga,23456:9.001730
student619,20510,ece,2024,ga;math,45678:8.972565;56789:8.378103
student620,21268,csam,2022,ga;os,23456:8.688860;56789:8.786227
student621,22589,csam,2021,ga;ml,23456:9.177641;34567:9.306251;12345:5.798380
student622,21880,csd,2024,math,23456:5.124911
student623,20814,ece,2022,math;dbms;oopd,45678:8.778553;12345:8.409903
student624,22466,csai,2021,oopd;math;ml,12345:8.060742
student625,21687,csam,2020,oopd,56789:6.936687
student626,21990,csss,2024,dbms;oopd,56789:6.967598
student627,22439,csss,2021,dbms,12345:8.077084;45678:9.768814;56789:7.750696
student628,21616,csss,2023,ga,34567:7.040790;45678:7.394888;56789:6.193355
student629,22954,csd,2024,os;dbms;ga,23456:5.288645
student630,22938,csai,2024,oopd;dbms;ga,45678:6.097430;34567:9.758463
student631,22846,csai,2022,ml;os;ga,56789:8.731016;23456:8.676966
student632,22430,csai,2023,dbms;ga;math,34567:7.935597
student633,20660,csai,2023,ga;dbms,56789:8.750586;23456:6.553571;12345:8.324973
student634,22227,cse,2024,math;oopd;ga,45678:5.850063;34567:9.794266
student635,22766,ece,2022,ga,45678:8.847841;56789:7.319886;23456:9.473658
student636,22987,csss,2023,dbms,56789:6.434060
student637,20624,csai,2021,dbms;os,12345:7.013820;56789:9.920123;23456:7.575091
student638,20247,csd,2023,oopd,45678:7.097926;12345:7.486603
student639,21619,csd,2020,math;dbms,12345:8.727121
student640,22359,csam,2021,ml;oopd;os,56789:7.697198;12345:8.892877
student641,22980,ece,2022,ga;os,45678:6.128364;12345:7.531535;56789:8.619736
student642,22936,csss,2020,ga;ml,23456:6.687350;12345:5.717934;34567:6.725490
student643,21491,cse,2020,ml;dbms,45678:8.245472;34567:9.706231;12345:7.284291
student644,20895,csam,2024,os,23456:5.896871;56789:8.167748
student645,20468,csam,2020,ml,34567:5.307124;23456:5.627124
student646,22522,ece,2024,ml,45678:7.762542;23456:5.498269
student647,20533,csd,2023,ga,12345:6.956310;23456:7.231762;45678:6.382464
student648,22391,csai,2021,ml;dbms;oopd,56789:7.442930;12345:7.933430;23456:9.400606
student649,21062,csam,2021,ga,45678:6.651702;23456:8.293127;12345:8.665253
student650,21305,csai,2023,ml,56789:5.583220
student651,22095,cse,2023,os,23456:9.757001;12345:8.576534;34567:9.629008
student652,22160,csam,2022,os;ga;ml,34567:5.815541
student653,21428,cse,2023,os;math,45678:9.359207;34567:5.334907;12345:7.153961
student654,21338,csd,2024,os,23456:6.839665;56789:9.594333
student655,21924,ece,2020,math;ml;dbms,23456:6.858086;12345:6.531785;34567:8.383206
student656,22351,csam,2022,math;oopd;dbms,34567:5.088852
student657,22681,cse,2023,os;oopd;ga,45678:5.294024;23456:6.906456
student658,22428,csam,2022,dbms,23456:8.416506;34567:6.266333;12345:6.725561
student659,22556,ece,2020,ga;os;math,56789:5.831336;34567:7.271657;45678:8.988540
student660,22606,ece,2022,ml,23456:7.313037
student661,20158,cse,2020,ga,34567:8.472638;23456:9.784267;45678:7.831105
student662,21297,cse,2020,ml;math;ga,45678:5.896262;56789:5.043639
student663,22331,csss,2022,oopd,23456:7.679174;45678:8.885843;12345:5.301746
student664,20479,csss,2024,math;os,23456:8.662390;12345:5.390254
student665,22727,csd,2021,oopd;math;ga,23456:6.386358;56789:5.745524
student666,22026,csai,2022,oopd;ml,23456:8.689913
student667,21348,ece,2020,dbms,45678:5.313361
student668,20680,csam,2021,ml;ga,45678:7.412911
student669,22603,csam,2022,dbms,12345:7.513892;56789:8.856788;23456:7.768220
student670,22051,ece,2021,oopd;ml,56789:9.337784;45678:6.945204
student671,22738,csai,2021,os;oopd,56789:6.114647;23456:6.918311
student672,20451,csd,2021,ml,23456:8.811060
student673,22823,csai,2022,math;oopd;os,56789:8.543046;12345:9.287552
student674,21391,csd,2020,ml;oopd;math,45678:6.671630;23456:5.727410
student675,20342,csd,2022,ml;math;dbms,12345:5.391546;56789:6.688799;23456:6.140945
student676,21979,csam,2021,ga;dbms,23456:5.496411;34567:8.201489
student677,20267,ece,2023,dbms,56789:6.771448;12345:8.689975;34567:6.406646
student678,20123,csam,2021,ga;oopd,12345:7.754717;45678:7.069099;23456:9.193224
student679,20721,ece,2024,ga;oopd;os,45678:9.188345;23456:6.287952
student680,21837,csam,2023,ml,34567:7.328922;12345:6.733062;45678:7.067153
student681,20532,cse,2022,ga;ml,56789:7.187531;45678:8.355355
student682,22266,csss,2023,oopd;dbms,12345:5.449196;34567:7.567917
student683,20206,cse,2020,dbms;math,45678:8.674928
student684,22047,csss,2022,math,23456:7.705459;56789:7.705334
student685,21992,cse,2021,ml,56789:9.225966;34567:9.358932;23456:8.085129
student686,22228,csd,2024,ga,45678:9.558955;23456:6.583991;34567:7.662587
student687,20626,cse,2024,ga;os,23456:7.351435
student688,21336,csam,2022,math;ga,34567:7.720395;23456:6.716249
student689,21651,cse,2020,ga,12345:9.185907;34567:9.412016;56789:9.774636
student690,22164,cse,2020,math;ga;oopd,23456:9.401567;12345:7.566085;56789:5.065787
student691,22756,csd,2020,dbms,12345:8.665092;56789:7.958916;23456:9.821353
